id	pub date	author name	title catalog
ocn476765648	1796		The Adventures of a pin : supposed to be related by himself, herself, or itself.
ocm40688589 	1822		Agnes : or, The triumph of principle.
ocn484442023	1787	Bage, Robert,	The fair Syrian : a novel / by the author of Mount Henneth, and Barham Downs ; in two volumes.
ocm06756321 	1818		Brambleton hall : a novel, being a sequel to the celebrated expedition of Humphrey Clinker, by Tobias Smollet.
ocm13313695 	1830	Bray,	Fitz of Fitz-Ford; a legend of Devon.
ocm40733633 	1789	Brown, William Hill,	The power of sympathy, or, The triumph of nature founded in truth : in two volumes.
ocm02861722 	1814	Brunton, Mary,	"Discipline; a novel by the author of """"Self-control."""
ocm06536542 	1811	Brunton, Mary,	Self-control: a novel.
ocn486073979	1812	Burney, Sarah Harriet,	Traits of nature / by Miss Burney, author of Clarentine, &c.
ocm52981134 	1813	Burney, Sarah Harriet,	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes.
ocn270121854	1827	Chetwode,	Blue-stocking hall.
ocn480433456	1813	Collyer, Mary,	The death of Cain : in five books ; according to the manner of The death of Abel by Mr. Gessner.
ocn123448855	1819	Maintenon,	The express : a novel.
ocn482649224	1792	Dibdin, Charles,	Hannah Hewit ; or, the female Crusoe : being the history of a woman [...] who [...] was cast away in the Grosvenor East-Indiaman and became for three years the sole inhabitant of an island in the South Seas / supposed to be written by herself [...]
ocm02892878 	1826	Eaton, Charlotte A.	Continental adventures : a novel.
ocm21212908 	1818	Ferrier, Susan,	Marriage, a novel. : In three volumes.
ocm00621029 	1824	Ferrier, Susan,	The inheritance, by the author of Marriage. In three volumes.
ocn607607606	1830	Galt, John	Lawrie Todd, or, The settlers in the woods / by John Galt.
ocn940098594	1824	Galt, John	Rothelan : a romance of the English histories / by the author of Annals of the parish; Ringan Gilhaize; The spaewife; &c.
ocm52859548 	1796	Gunning,	Delves, a Welch Tale. By Mrs. Gunning.
ocm43297821 	1799	Gunning,	The gipsy countess: : a novel. / By Miss Gunning. ; In two volumes.
ocm12862142 	1822	Kelty, Mary Ann,	"Osmond; a tale by the author of """"The favourite of nature."""
ocm06853360 	1824	Kelty, Mary Ann,	"Trials; a tale. By the author of """"The favourite of nature"""" ..."""
ocm04294241 	1810		Caroline Ormsby ; or, The real Lucilla: a tale for the female sex. Interspersed with sketches moral and religious.
ocn931590936	1825	Kennedy, Grace,	"Dunallan ; or, Know what you judge : a story / by the author of """"The decision."""
ocn228695081	1825	Kennedy, Grace,	"Philip Colville, or, A covenanter\'s story : unfinished / by the Author of """"The decision,"""" """"Father Clement,"""" &c. &c."""
ocm14975239 	1815	Author of Silvanella.	Lady Jane\'s pocket : a novel / by the author of Silvanella, or, The gipsey.
ocm13226312 	1817	Lester, Elizabeth B.	The Quakers; a tale.
ocn841534744	1796	Lewis, M. G.	The monk: a romance.
ocm04739245 	1808	Lewis, M. G.	Romantic tales, by M.G. Lewis ...
ocm37033335 	1801	Lewis, M. G.	Tales of wonder. Containing: The castle of enchantment; or, The mysterious deception. The robber\'s daughter; or, The magic legacy; and the enchanted knight.
ocm16348484 	1805		Love and satire: containing the sarcastic correspondence of Julius and Eliza. To which is prefixed, a few brief memoirs of an unfortunate lover [...]
ocm10847141 	1815	Mant, Alicia Catherine	Caroline Lismore, or, The errors of fashion : a tale / by Alicia Catherine Mant ...
ocm29104507 	1812	Mant, Alicia Catherine	Ellen, or, The young godmother : a tale for youth / by a young lady.
ocm06925160 	1824	Maturin, Charles Robert,	"The Albigenses, a romance. By the author of """"Bertram,"""" a tragedy: """"Woman; or, Pour et contre, """" &c. ..."""
ocm06929107 	1807	Maturin, Charles Robert,	Fatal revenge ; or, The family of Montorio. : a romance. / by Dennis Jasper Murphy. ; In three volumes.
ocm20682925 	1824	Maturin, Charles Robert,	The wild Irish boy; a novel, by the author of Fatal Revenge ... etc.
ocn810531182	1818		Women : or, Pour et contre: a tale, by the author of \'Bertram\' &c. ... In three volumes ...
ocn271241011	1796	Meltzer, Adolph Heinrich,	Laura, or, The influence of a kiss / bij A.H. Geszner ; translated from the German.
ocm02060360 	1811	Jackson, Daniel,	The asylum; or, Alonzo and Melissa. An American tale, founded on fact. By I. Mitchell.
ocm09838110 	1810	Lamb, Charles,	Mrs. Leicester\'s school, or, The history of several young ladies : related by themselves.
ocm06959518 	1824	O\'Keeffe, Adelaide,	Zenobia, queen of Palmyra; a narrative, founded on history ... By the author of Patriarchal times ...
ocm04300840 	1829	Peacock, Thomas Love,	The misfortunes of Elphin, by the author of Headlong Hall.
ocm08438237 	1816	Peacock, Thomas Love,	Headlong hall.
ocm02494528 	1822	Peacock, Thomas Love,	Maid Marian / by the author of Headlong Hall [i.e. Thomas Love Peacock].
ocm06968795 	1818	Peacock, Thomas Love,	Nightmare Abbey: / by the author of Headlong Hall.
ocm13440754 	1785	Peacock, Lucy,	The adventures of the six princesses of Babylon, in their travels to the temple of virtue : an allegory : dedicated, by permission to her Royal Highness the Princess Mary.
ocm10503613 	1825	Picard, L.-B.	The Gil Blas of the Revolution / by L.-B. Picard.
ocm17381477 	1795	Pigott, Harriet,	Robert and Adela, or, The rights of women best maintained by the sentiments of nature.
ocm14032243 	1809	Porter, Anna Maria	Don Sebastian; or, The House of Braganza an historical romance ... by Miss Anna Maria Porter.
ocm03596752 	1818	Porter, Anna Maria	The fast of St. Magdalen : a romance / by Anna Maria Porter.
ocm06989179 	1826	Porter, Anna Maria	Honor O\'Hara. A novel ... By Miss A.M. Porter ...
ocm06977684 	1807	Porter, Anna Maria	The Hungarian brothers ... By Miss Anna Maria Porter ...
ocm01336923 	1817	Porter, Anna Maria	The knight of St. John, a romance, by Miss Anna Maria Porter ...
ocm06977863 	1804	Porter, Anna Maria	The lake of Killarney: a novel ... By Anna Maria Porter ...
ocm49835584 	1798	Porter, Anna Maria	Octavia / by Anna Maria Porter.
ocm06972377 	1814	Porter, Anna Maria	The recluse of Norway. By Miss Anna Maria Porter ...
ocm06976739 	1822	Porter, Anna Maria	Roche-blanche; or, The hunters of the Pyrenees. A romance. By Miss Anna Maria Porter ...
ocm06972448 	1821	Porter, Anna Maria	The village of Mariendorpt. A tale. By Miss Anna Maria Porter ...
ocm63548219 	1821	Porter, Anna Maria	The village of Mariendorpt : a tale / by Miss Anna Maria Porter.
ocm47896198 	1819	Radcliffe, Ann Ward,	Manfroné; or, The one-handed monk. A romance.
ocm05062980 	1790	Radcliffe, Ann Ward,	A Sicilian romance / by the authoress of The castles of Athlin and Dunbayne [i.e. A.W. Radcliffe].
ocm27442362 	1799	Reeve, Clara,	Destination, or, Memoirs of a private family / by Clara Reeve ...
ocm24619819 	1784	Reeve, Clara,	The old English baron : a Gothic story.
ocm48799180 	1813	Robinson, Mary,	Angelina : a novel / by Mary Robinson.
ocm07021553 	1796	Robinson, Mary,	Hubert de Sevrac, a romance of the eighteenth century; by Mary Robinson ...
ocm50543021 	1799	Robinson, Mary,	The natural daughter : with portraits of the Leadenhead family : a novel / by Mrs. Robinson.
ocm07020267 	1797	Robinson, Mary,	Walsingham; or, The pupil of nature. A domestic story. By Mary Robinson ...
ocm07026767 	1807	Roche, Regina Maria	The children of the abbey : a tale.
ocm07026880 	1828	Roche, Regina Maria	Contrast / by Regina Maria Roche.
ocm07032000 	1820	Roche, Regina Maria	The Munster cottage boy. A tale ... By Regina Maria Roche ...
ocn482476225	1800	Roche, Regina Maria	Nocturnal visit : a tale / By Maria Regina Roche.
ocm10448517 	1816	Roche, Regina Maria	Trecothick bower; or, The lady of the west country. A tale ... By Regina Maria Roche ...
ocn482470676	1802	Roche, Regina Maria	The vicar of Lansdowne, or, Country quarters / by Regina Maria Roche.
ocm18056772	1817	Ross,	The balance of comfort, or, The old maid and married woman : a novel / by Mrs. Ross.
ocm07027666 	1813	Ross,	"The Marchioness!!! or, """"The matured enchantress"""" By Lady."""
ocm13310562 	1830	Sargant, J. A.	Ringstead Abbey, or, The stranger\'s grave : with other tales / by J.A. Sargant.
ocn892596217	1815	Sarrazin, Adrien de,	Bardouc, or, The goat-herd of Mount Taurus : an Eastern tale / translated from the French of Adrien de Sarrazin.
ocm50917140 	1806	Satchel, John.	Thornton Abbey : a series of letters on religious subjects.
ocm13312753 	1827	Scargill, William Pitt,	Truckleborough hall; a novel.
ocm07032578 	1825	Scott, Maria,	Winter tales: or, European nights\' entertainments. Edited by Maria Scott ...
ocm38981912 	1822	Scott, Walter,	"The fortunes of Nigel / by the author of """"Waverley, Kenilworth,"""" &c."""
ocn191257087	1822	Scott, Walter,	"The fortunes of Nigel. / By the author of """"Waverley, Kenilworth,"""" &c. ; [One line from Poetry of the Anti-Jacobin] ; Complete in one volume."""
ocm25074779 	1822	Scott, Walter,	"The fortunes of Nigel. / by the author of """"Waverley,"""" """"Kenilworth,"""" etc. ; in three volumes.."""
ocm04635045 	1822	Scott, Walter,	The fortunes of Nigel, a romance / by the author of Waverley, Ivanhoe, &c.
ocn265013947	1783		Siberian anecdotes, a novel : In three volumes. Containing real histories and living characters. ...
ocm08634631 	1821	Sidney, Philip Francis.	The ruling passion : a comic story of the sixteenth century / revived, revised, and edited by Philip Francis Sidney.
ocm07075573 	1794	Smith, Charlotte	The banished man. A novel. By Charlotte Smith ...
ocm07075706 	1791	Smith, Charlotte	Celestina. A novel ... By Charlotte Smith ...
ocm07075724 	1792	Smith, Charlotte	Desmond : a novel / by Charlotte Smith.
ocm07085107 	1788	Smith, Charlotte	Emmeline, the orphan of the castle / by Charlotte Smith ...
ocm07075758 	1789	Smith, Charlotte	Ethelinde, or The recluse of the lake. By Charlotte Smith ...
ocm65625364 	1800	Smith,	A family story / by Mr. Smith.
ocm31393385 	1800	Smith, Charlotte	The letters of a solitary wanderer : containing narratives of various description / by Charlotte Smith.
ocm06883452 	1796	Smith, Charlotte	Marchmont : a novel / by Charlotte Smith.
ocn877490859	1795	Smith, Charlotte	Montalbert. A novel By Charlotte Smith. In three volumes. ...
ocm24584830 	1795	Smith, Charlotte	Montalbert : a novel / by Charlotte Smith ; in two volumes, vol. I[-II].
ocn228749189	1793	Smith, Charlotte	The old manor house. A novel, in four volumes. By Charlotte Smith. ...
ocm07071452 	1821	Smith, Charlotte	The republican\'s mistress; a novel founded upon facts. By Charlotte Smith ...
ocn913379713	1787	Smith, Charlotte	The romance of real life. By Charlotte Smith ...
ocn252091768	1794	Smith, Charlotte	The wanderings of Warwick / by Charlotte Smith.
ocm00965816 	1801		Tales of terror : with an introductory dialogue.
ocm00742172 	1801	Lewis, M. G.	Tales of wonder; / written and collected by M.G. Lewis ... ; In two volumes.
ocm13379341 	1827	Tempest, Basil.	The vallies; or, Scenes and thoughts from secluded life.
ocm09930143 	1813	Temple, Edmond.	The life of Pill Garlick; rather a whimsical sort of fellow.
ocn187451781	1829	Charlotte Elizabeth,	The Rockite : an Irish story / by Charlotte Elizabeth.
ocm70516068 	1808	Trelawney, Anne.	Characters at Brighton : a novel in four volumes / by Anne Trelawney, author of The Offspring of Mortimer, & c &c.
ocm10377134 	1800	Walker, George,	The vagabond : a novel / by George Walker.
